FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
allegro5\src\convert.c,7848,"static void single_channel_8_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\opengl\ogl_draw.c,144,static void vert_ptr_off(ALLEGRO_DISPLAY * display),2.0666666,1.0666667,1.0,0.0,15,8,8,2,2,2,0,0,false
allegro5\src\opengl\ogl_draw.c,178,static void color_ptr_off(ALLEGRO_DISPLAY * display),2.0666666,1.0666667,1.0,0.0,15,8,8,2,2,2,0,0,false
allegro5\src\opengl\ogl_draw.c,212,static void tex_ptr_off(ALLEGRO_DISPLAY * display),2.0666666,1.0666667,1.0,0.0,15,8,8,2,2,2,0,0,false
allegro5\src\shader.c,381,"char const * al_get_default_shader_source(ALLEGRO_SHADER_PLATFORM platform, ALLEGRO_SHADER_TYPE type)",2.0666666,1.0666667,1.0,0.0,30,16,16,2,2,2,0,0,false
allegro5\src\win\wsystem.c,426,static int win_get_num_display_modes(void),2.0666666,1.0666667,1.0,0.0,15,8,8,2,2,2,0,0,false
allegro5\examples\ex_icon2.c,21,"int main(int argc, char * * argv)",2.0555556,0.055555556,2.0,0.0,54,3,6,1,2,2,0,1,false
allegro5\src\x\xdisplay.c,54,static bool check_adapter_use_count(ALLEGRO_SYSTEM_XGLX * system),2.0384617,0.53846157,1.0,0.5,26,7,10,2,2,2,1,0,false
allegro5\examples\ex_window_maximized.c,29,"extern int main(int argc, char * * argv)",2.0270271,0.027027028,2.0,0.0,111,3,6,1,2,2,0,1,false
allegro5\addons\primitives\primitives.c,272,"ALLEGRO_INDEX_BUFFER * al_create_index_buffer(int index_size, const void * initial_data, int num_indices, int flags)",2.0,0.5,1.5,0.0,32,8,12,2,3,2,0,0,false
allegro5\src\unix\uxthread.c,37,static void * thread_proc_trampoline(void * data),2.0,1.0,1.0,0.0,12,6,6,2,2,1,0,0,false
allegro5\src\win\wsystem.c,444,"static ALLEGRO_DISPLAY_MODE * win_get_display_mode(int index, ALLEGRO_DISPLAY_MODE * mode)",2.0,1.0,1.0,0.0,16,8,8,2,2,2,0,0,false
allegro5\src\opengl\ogl_render_state.c,20,void _al_ogl_update_render_state(ALLEGRO_DISPLAY * display),1.9444444,0.9444444,1.0,0.0,36,17,17,2,2,2,0,0,false
allegro5\src\file_stdio.c,414,"static ALLEGRO_FILE * make_temp_file(const char * template, char * temp_filename, ALLEGRO_PATH * path)",1.9375,0.4375,1.5,0.0,32,7,12,2,3,2,0,3,false
allegro5\src\utf8.c,489,"bool al_ustr_vappendf(ALLEGRO_USTR * us, const char * fmt, va_list ap)",1.9347826,0.4347826,1.5,0.0,23,5,9,2,3,2,0,1,false
allegro5\src\x\xwindow.c,360,void _al_xwin_check_maximized(ALLEGRO_DISPLAY * display),1.90625,0.90625,1.0,0.0,32,29,29,1,1,1,0,1,false
allegro5\src\debug.c,207,"bool _al_trace_prefix(char const * channel, int level, char const * file, int line, char const * function)",1.904762,0.5714286,1.3333334,0.0,63,12,16,3,4,3,0,1,false
allegro5\src\x\xwindow.c,326,"void _al_xwin_maximize(ALLEGRO_DISPLAY * display, bool maximized)",1.8928571,0.89285713,1.0,0.0,28,25,25,1,1,1,0,1,false
allegro5\src\convert.c,1247,"static void rgb_888_to_argb_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1274,"static void rgb_888_to_rgba_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1301,"static void rgb_888_to_argb_4444(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1328,"static void rgb_888_to_rgb_565(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1355,"static void rgb_888_to_rgb_555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1382,"static void rgb_888_to_rgba_5551(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1409,"static void rgb_888_to_argb_1555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1436,"static void rgb_888_to_abgr_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1463,"static void rgb_888_to_xbgr_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1526,"static void rgb_888_to_bgr_565(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1553,"static void rgb_888_to_bgr_555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1580,"static void rgb_888_to_rgbx_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1607,"static void rgb_888_to_xrgb_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1634,"static void rgb_888_to_abgr_f32(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1661,"static void rgb_888_to_abgr_8888_le(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1688,"static void rgb_888_to_rgba_4444(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,1715,"static void rgb_888_to_single_channel_8(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4226,"static void bgr_888_to_argb_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4253,"static void bgr_888_to_rgba_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4280,"static void bgr_888_to_argb_4444(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4343,"static void bgr_888_to_rgb_565(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4370,"static void bgr_888_to_rgb_555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4397,"static void bgr_888_to_rgba_5551(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4424,"static void bgr_888_to_argb_1555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4451,"static void bgr_888_to_abgr_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4478,"static void bgr_888_to_xbgr_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4505,"static void bgr_888_to_bgr_565(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4532,"static void bgr_888_to_bgr_555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4559,"static void bgr_888_to_rgbx_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4586,"static void bgr_888_to_xrgb_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4613,"static void bgr_888_to_abgr_f32(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4640,"static void bgr_888_to_abgr_8888_le(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4667,"static void bgr_888_to_rgba_4444(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\src\convert.c,4694,"static void bgr_888_to_single_channel_8(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703704,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,false
allegro5\demos\skater\src\level_file.c,30,void LoadMaterials(struct Level * NewLev),1.8231293,0.48979592,1.3333334,0.0,49,8,12,3,4,2,0,1,false
allegro5\src\x\xkeyboard.c,392,"void _al_xwin_keyboard_handler(XKeyEvent * event, ALLEGRO_DISPLAY * display)",1.8225806,0.32258064,1.5,0.0,62,10,16,2,3,2,0,0,false
allegro5\addons\image\webp.c,118,"bool _al_save_webp_f(ALLEGRO_FILE * fp, ALLEGRO_BITMAP * bmp)",1.8030303,0.3030303,1.5,0.0,33,5,9,2,3,2,0,1,false
allegro5\src\sdl\sdl_display.c,108,"static ALLEGRO_DISPLAY * sdl_create_display_locked(int w, int h)",1.7865853,0.5365854,1.25,0.0,82,11,15,4,5,4,0,1,false
allegro5\src\opengl\ogl_fbo.c,119,static void detach_depth_buffer(ALLEGRO_FBO_INFO * info),1.7857143,0.78571427,1.0,0.0,14,11,11,1,1,1,0,1,false
allegro5\src\opengl\ogl_fbo.c,135,static void detach_multisample_buffer(ALLEGRO_FBO_INFO * info),1.7857143,0.78571427,1.0,0.0,14,11,11,1,1,1,0,1,false
allegro5\addons\image\jpg.c,296,"static void save_jpg_entry_helper(ALLEGRO_FILE * fp, ALLEGRO_BITMAP * bmp, struct save_jpg_entry_helper_data * data)",1.78,0.28,1.5,0.0,50,7,12,2,3,2,0,1,false
allegro5\demos\skater\src\framework.c,68,int init_framework(void),1.7790698,0.27906978,1.5,0.0,86,12,21,2,3,2,0,1,false
allegro5\src\opengl\ogl_bitmap.c,179,char const * _al_gl_error_string(GLenum e),1.7777778,0.7777778,1.0,0.0,18,7,7,2,2,2,0,0,false
allegro5\src\pixels.c,524,"int _al_get_real_pixel_format(ALLEGRO_DISPLAY * display, int format)",1.7702702,0.27027026,1.5,0.0,37,5,9,2,3,2,0,1,false
allegro5\addons\color\color.c,184,static void assert_sorted_names(void),1.7692308,0.7692308,1.0,0.0,13,10,10,1,1,1,0,0,false
allegro5\examples\ex_android.c,49,"int main(int argc, char * * argv)",1.7561522,0.42281878,1.3333334,0.0,149,21,25,3,4,2,0,1,false
allegro5\examples\ex_nodisplay.c,9,"int main(int argc, char * * argv)",1.75,0.25,1.5,0.0,48,6,10,2,3,2,0,1,false
allegro5\src\opengl\ogl_display.c,109,void _al_ogl_setup_bitmap_clipping(const ALLEGRO_BITMAP * bitmap),1.75,0.25,1.5,0.0,40,5,9,2,3,2,0,1,false
allegro5\addons\acodec\flac.c,476,static FLACFILE * flac_open(ALLEGRO_FILE * f),1.744898,0.24489796,1.5,0.0,49,6,11,2,3,2,0,1,false
allegro5\src\linux\ljoynu.c,682,static bool ljoy_init_joystick(void),1.744186,0.74418604,1.0,0.0,43,32,32,1,1,1,0,0,false
allegro5\src\shader.c,50,ALLEGRO_SHADER * al_create_shader(ALLEGRO_SHADER_PLATFORM platform),1.7407408,0.7407407,1.0,0.0,27,10,10,2,2,2,0,0,false
allegro5\src\x\xwindow.c,22,"void _al_xwin_set_size_hints(ALLEGRO_DISPLAY * d, int x_off, int y_off)",1.7333333,0.23333333,1.5,0.0,60,7,12,2,3,2,0,1,false
allegro5\src\path.c,79,"static bool parse_path_string(const ALLEGRO_USTR * str, ALLEGRO_PATH * path)",1.6886792,0.18867925,1.5,0.0,53,5,9,2,3,2,0,1,false
allegro5\addons\image\jpg.c,161,"static void load_jpg_entry_helper(ALLEGRO_FILE * fp, struct load_jpg_entry_helper_data * data, int flags)",1.6627907,0.1627907,1.5,0.0,86,7,12,2,3,2,0,1,false
allegro5\addons\acodec\modaudio.c,245,"static ALLEGRO_AUDIO_STREAM * modaudio_stream_init(ALLEGRO_FILE * f, size_t buffer_count, unsigned int samples #if(DUMB_MAJOR_VERSION) < 2, DUH *(loader)(DUMBFILE *) #endif)",1.6533334,0.32,1.3333334,0.0,75,8,12,3,4,2,0,1,false
allegro5\src\x\xsystem.c,361,static bool xglx_inhibit_screensaver(bool inhibit),1.65,0.65,1.0,0.0,20,13,13,1,1,1,0,0,false
allegro5\src\debug.c,86,void _al_configure_logging(void),1.6388888,0.1388889,1.5,0.0,72,5,9,2,3,2,0,1,false
allegro5\src\x\xevents.c,42,"static void process_x11_event(ALLEGRO_SYSTEM_XGLX * s, XEvent event)",1.6349206,0.63492066,1.0,0.0,126,80,80,1,1,1,0,1,false
allegro5\src\win\wgl_disp.c,882,static bool create_display_internals(ALLEGRO_DISPLAY_WGL * wgl_disp),1.6219512,0.12195122,1.5,0.0,82,5,9,2,3,2,0,1,false
allegro5\demos\skater\src\game.c,226,static void GameDraw(void),1.6153846,0.61538464,1.0,0.0,91,28,28,2,2,2,0,0,false
allegro5\addons\image\tga.c,237,"ALLEGRO_BITMAP * _al_load_tga_f(ALLEGRO_FILE * f, int flags)",1.6028037,0.10280374,1.5,0.0,214,11,18,2,3,2,0,1,false
allegro5\addons\audio\opensl.c,183,static SLDataFormat_PCM setupFormat(ALLEGRO_VOICE * voice),1.5854701,0.08547009,1.5,0.0,117,5,9,2,3,2,0,1,false
allegro5\examples\common.c,15,void init_platform_specific(void),1.5714285,0.5714286,1.0,0.0,7,4,4,1,1,1,0,0,false
allegro5\addons\primitives\prim_opengl.c,470,"static int draw_prim_indexed_raw(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, ALLEGRO_VERTEX_BUFFER * vertex_buffer, const void * vtx, const ALLEGRO_VERTEX_DECL * decl, ALLEGRO_INDEX_BUFFER * index_buffer, const int * indices, int start, int end, int type)",1.556701,0.556701,1.0,0.0,97,18,18,3,3,1,0,0,false
allegro5\src\x\xfullscreen.c,486,static int xfvm_get_num_adapters(ALLEGRO_SYSTEM_XGLX * s),1.5555556,0.5555556,1.0,0.0,9,5,5,1,1,1,0,0,false
allegro5\examples\ex_menu.c,60,"int main(int argc, char * * argv)",1.5520834,0.052083332,1.5,0.0,192,5,9,2,3,2,0,1,false
allegro5\src\x\xfullscreen.c,310,"static int xfvm_get_num_modes(ALLEGRO_SYSTEM_XGLX * s, int adapter)",1.5384616,0.53846157,1.0,0.0,13,7,7,1,1,1,0,0,false
allegro5\src\android\android_display.c,501,"static ALLEGRO_DISPLAY * android_create_display(int w, int h)",1.5294118,0.5294118,1.0,0.0,68,12,12,3,3,3,0,1,false
allegro5\addons\primitives\triangulator.c,362,static bool poly_initialize(POLY * polygon),1.5,0.5,1.0,0.0,72,12,12,3,3,1,0,0,false
allegro5\src\x\xfullscreen.c,525,static int xfvm_get_default_adapter(ALLEGRO_SYSTEM_XGLX * s),1.5,0.5,1.0,0.0,10,5,5,1,1,1,0,0,false
allegro5\src\x\xfullscreen.c,538,"static int xfvm_get_xscreen(ALLEGRO_SYSTEM_XGLX * s, int adapter)",1.5,0.5,1.0,0.0,10,5,5,1,1,1,0,0,false
allegro5\addons\acodec\wav.c,160,"static size_t wav_read(WAVFILE * wavfile, void * data, size_t samples)",1.4761904,0.47619048,1.0,0.0,21,10,10,1,1,1,0,0,false
allegro5\src\system.c,216,"bool al_install_system(int version, int( * atexit_ptr)(void( *)(void)))",1.4736842,0.4736842,1.0,0.0,57,9,9,3,3,3,0,1,false
allegro5\src\display.c,141,void al_destroy_display(ALLEGRO_DISPLAY * display),1.4705882,0.47058824,1.0,0.0,17,8,8,1,1,1,0,1,false
allegro5\addons\acodec\modaudio.c,348,static void shutdown_libdumb(void),1.4615384,0.46153846,1.0,0.0,13,6,6,1,1,1,0,0,false
allegro5\src\linux\ljoynu.c,739,static void ljoy_exit_joystick(void),1.4347826,0.4347826,1.0,0.0,23,10,10,1,1,1,0,0,false
allegro5\examples\ex_saw.c,14,static void saw(ALLEGRO_AUDIO_STREAM * stream),1.4166666,0.41666666,1.0,0.0,48,10,10,2,2,1,0,0,false
allegro5\src\shader.c,449,ALLEGRO_SHADER * _al_create_default_shader(int display_flags),1.4081633,0.40816328,1.0,0.0,49,10,10,2,2,2,0,0,false
allegro5\docs\scripts\trex.c,532,"TRex * trex_compile(const TRexChar * pattern, const TRexChar * * error)",1.3777778,0.37777779,1.0,0.0,45,17,17,1,1,1,0,0,false
allegro5\src\sdl\sdl_system.c,148,static void sdl_heartbeat_init(void),1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,0,false
allegro5\src\x\xmousenu.c,170,static unsigned int xmouse_get_mouse_num_buttons(void),1.375,0.375,1.0,0.0,24,9,9,1,1,1,0,0,false
allegro5\src\x\xkeyboard.c,839,static void x_keyboard_exit(void),1.3703704,0.37037036,1.0,0.0,27,10,10,1,1,1,0,0,false
allegro5\src\x\xkeyboard.c,479,"void _al_xwin_keyboard_switch_handler(ALLEGRO_DISPLAY * display, bool focus_in)",1.3529412,0.3529412,1.0,0.0,17,6,6,1,1,1,0,0,false
allegro5\src\x\xfullscreen.c,363,"static bool xfvm_set_mode(ALLEGRO_SYSTEM_XGLX * s, ALLEGRO_DISPLAY_XGLX * d, int w, int h, int format, int refresh_rate)",1.35,0.35,1.0,0.0,20,7,7,1,1,1,0,0,false
allegro5\addons\audio\oss.c,488,static int oss_allocate_voice(ALLEGRO_VOICE * voice),1.3265306,0.3265306,1.0,0.0,98,16,16,2,2,1,0,0,false
allegro5\addons\audio\openal.c,74,static int _openal_open(void),1.325,0.325,1.0,0.0,40,13,13,1,1,1,0,1,false
allegro5\src\win\wgl_disp.c,1002,"static ALLEGRO_DISPLAY * wgl_create_display(int w, int h)",1.3243244,0.3243243,1.0,0.0,37,6,6,2,2,2,0,0,false
allegro5\src\fshook_stdio.c,592,static bool do_make_directory(WRAP_CHAR * abs_path),1.3076923,0.30769232,1.0,0.0,26,8,8,1,1,1,0,0,false
allegro5\src\x\xfullscreen.c,551,"static void xfvm_post_setup(ALLEGRO_SYSTEM_XGLX * s, ALLEGRO_DISPLAY_XGLX * d)",1.2777778,0.2777778,1.0,0.0,18,5,5,1,1,1,0,0,false
allegro5\src\fshook_stdio.c,233,static ALLEGRO_FS_ENTRY * create_abs_path_entry(const WRAP_CHAR * abs_path),1.2758621,0.27586207,1.0,0.0,29,8,8,1,1,1,0,0,false
allegro5\src\fshook_stdio.c,468,static void fs_stdio_destroy_entry(ALLEGRO_FS_ENTRY * fh_),1.2727273,0.27272728,1.0,0.0,11,3,3,1,1,1,0,0,false
allegro5\src\x\xkeyboard.c,1032,"static void handle_key_press(int mycode, int unichar, int filtered, unsigned int modifiers, ALLEGRO_DISPLAY * display)",1.2631578,0.2631579,1.0,0.0,57,15,15,1,1,1,0,1,false
allegro5\src\system.c,313,void al_uninstall_system(void),1.25,0.25,1.0,0.0,12,3,3,1,1,1,0,0,false
allegro5\src\dtor.c,162,"_AL_LIST_ITEM * _al_register_destructor(_AL_DTOR_LIST * dtors, char const * name, void * object, void( * func)(void *))",1.2439024,0.24390244,1.0,0.0,41,10,10,1,1,1,0,0,false
allegro5\src\timernu.c,66,"static void timer_thread_proc(_AL_THREAD * self, void * unused)",1.2439024,0.24390244,1.0,0.0,41,10,10,1,1,1,0,0,false
allegro5\src\x\xfullscreen.c,496,"static bool xfvm_get_monitor_info(ALLEGRO_SYSTEM_XGLX * s, int adapter, ALLEGRO_MONITOR_INFO * mi)",1.2380953,0.23809524,1.0,0.0,21,5,5,1,1,1,0,0,false
allegro5\src\x\xfullscreen.c,332,"static ALLEGRO_DISPLAY_MODE * xfvm_get_mode(ALLEGRO_SYSTEM_XGLX * s, int adapter, int i, ALLEGRO_DISPLAY_MODE * mode)",1.2272727,0.22727273,1.0,0.0,22,5,5,1,1,1,0,0,false
allegro5\addons\audio\kcm_mixer.c,52,"static float * _al_rechannel_matrix(ALLEGRO_CHANNEL_CONF orig, ALLEGRO_CHANNEL_CONF target, float gain, float pan)",1.2241379,0.22413793,1.0,0.0,58,13,13,1,1,1,0,0,false
allegro5\examples\ex_resample_test.c,22,static void mainloop(void),1.2197802,0.21978022,1.0,0.0,91,10,10,2,2,1,0,0,false
allegro5\src\x\xfullscreen.c,425,"static void xfvm_restore_video_mode(ALLEGRO_SYSTEM_XGLX * s, int adapter)",1.2173913,0.2173913,1.0,0.0,23,5,5,1,1,1,0,0,false
allegro5\addons\video\video.c,259,bool al_init_video_addon(void),1.2142857,0.21428572,1.0,0.0,14,3,3,1,1,1,0,0,false
allegro5\src\linux\lsystem.c,188,static void sys_linux_exit(void),1.2142857,0.21428572,1.0,0.0,14,3,3,1,1,1,0,0,false
allegro5\src\opengl\ogl_fbo.c,541,"static void setup_fbo_backbuffer(ALLEGRO_DISPLAY * display, ALLEGRO_BITMAP * bitmap)",1.2142857,0.21428572,1.0,0.0,14,3,3,1,1,1,0,0,false
allegro5\src\gp2xwiz\wiz_display_opengl.c,47,"static ALLEGRO_DISPLAY * gp2xwiz_create_display_ogl(int w, int h)",1.2068965,0.20689656,1.0,0.0,58,6,6,2,2,2,0,0,false
allegro5\src\x\xfullscreen.c,391,static void xfvm_store_video_mode(ALLEGRO_SYSTEM_XGLX * s),1.2,0.2,1.0,0.0,25,5,5,1,1,1,0,0,false
allegro5\src\x\xsystem.c,170,static ALLEGRO_SYSTEM * xglx_initialize(int flags),1.1967213,0.19672132,1.0,0.0,61,6,6,2,2,2,0,0,false
allegro5\src\x\xmousenu.c,428,"void _al_xwin_mouse_motion_notify_handler(int x, int y, ALLEGRO_DISPLAY * display)",1.1935484,0.19354838,1.0,0.0,31,6,6,1,1,1,0,0,false
allegro5\src\opengl\extensions.c,134,static uint32_t _al_ogl_version(void),1.1851852,0.18518518,1.0,0.0,27,5,5,1,1,1,0,0,false
allegro5\examples\ex_path_test.c,319,static void t10(void),1.1818182,0.18181819,1.0,0.0,44,8,8,1,1,1,0,0,false
allegro5\examples\ex_path_test.c,377,static void t11(void),1.1818182,0.18181819,1.0,0.0,44,8,8,1,1,1,0,0,false
allegro5\src\x\xmousenu.c,219,"static bool xmouse_set_mouse_xy(ALLEGRO_DISPLAY * display, int x, int y)",1.1764706,0.1764706,1.0,0.0,34,6,6,1,1,1,0,0,false
allegro5\addons\primitives\prim_opengl.c,652,"static bool create_buffer_common(ALLEGRO_BUFFER_COMMON * common, GLenum type, const void * initial_data, int size, int flags)",1.1666666,0.16666667,1.0,0.0,30,5,5,1,1,1,0,1,false
allegro5\src\raspberrypi\pidisplay.c,399,"static ALLEGRO_DISPLAY * raspberrypi_create_display(int w, int h)",1.1621622,0.16216215,1.0,0.0,74,6,6,2,2,2,0,0,false
allegro5\src\linux\lmseev.c,454,static void process_abs(const struct input_event * event),1.1578947,0.15789473,1.0,0.0,19,3,3,1,1,1,0,0,false
allegro5\addons\primitives\prim_opengl.c,34,"static void convert_storage(ALLEGRO_PRIM_STORAGE storage, GLenum * type, int * ncoord, bool * normalized)",1.1518987,0.15189873,1.0,0.0,79,12,12,1,1,1,0,1,false
allegro5\addons\primitives\triangulator.c,492,"static int poly_compute_vertex_attributes(_AL_LIST * vertices, _AL_LIST_ITEM * item, int flags, _AL_LIST * reflex)",1.1515151,0.15151516,1.0,0.0,66,10,10,1,1,1,0,0,false
allegro5\addons\primitives\primitives.c,165,"ALLEGRO_VERTEX_DECL * al_create_vertex_decl(const ALLEGRO_VERTEX_ELEMENT * elements, int stride)",1.137255,0.13725491,1.0,0.0,51,7,7,1,1,1,0,0,false
allegro5\addons\ttf\ttf.c,775,static void ttf_destroy(ALLEGRO_FONT * f),1.1363636,0.13636364,1.0,0.0,22,3,3,1,1,1,0,0,false
allegro5\src\linux\lsystem.c,144,static int sys_linux_init(void),1.1304348,0.13043478,1.0,0.0,23,3,3,1,1,1,0,0,false
allegro5\src\win\wsystem.c,209,static void win_shutdown(void),1.1304348,0.13043478,1.0,0.0,23,3,3,1,1,1,0,0,false
allegro5\examples\ex_shader_multitex.c,18,"int main(int argc, char * * argv)",1.125,0.125,1.0,0.0,96,6,6,2,2,2,0,0,false
allegro5\src\x\xfullscreen.c,580,static void xfvm_init(ALLEGRO_SYSTEM_XGLX * s),1.1230769,0.12307692,1.0,0.0,65,8,8,1,1,1,0,0,false
allegro5\src\linux\lmseev.c,419,static void process_rel(const struct input_event * event),1.12,0.12,1.0,0.0,25,3,3,1,1,1,0,0,false
allegro5\src\unix\uxthread.c,73,"void _al_thread_create_with_stacksize(_AL_THREAD * thread, void( * proc)(_AL_THREAD *, void *), void * arg, size_t stacksize)",1.12,0.12,1.0,0.0,25,3,3,1,1,1,0,1,false
